 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
  4675   41.393            -413             142              41;
  4676   41.402            -459              26              11;
  4677   41.411            -489             -91             -20;
  4678   41.420            -500            -205             -49;
  4679   41.429            -491            -311             -77;
  4680   41.438            -463            -406            -103;
  4681   41.446            -419            -485            -125;
  4682   41.455            -361            -547            -143;
  4683   41.464            -292            -589            -155;
  4684   41.473            -214            -611            -161;
  4685   41.482            -129            -613            -162;
  4686   41.491             -41            -590            -157;
  4687   41.499              48            -546            -146;
  4688   41.508             137            -484            -129;
  4689   41.517             221            -405            -108;
  4690   41.526             299            -313             -83;
  4691   41.535             368            -208             -56;
  4692   41.544             425             -97             -27;
  4693   41.553             468              19               3;
  4694   41.561             493             134              34;
  4695   41.570             500             247              63;
  4696   41.579             485             350              91;
  4697   41.588             452             442             117;
  4698   41.597             403             518             138;
  4699   41.606             340             576             154;
  4700   41.615             266             615             165;
  4701   41.623             184             634             170;
  4702   41.632              97             631             170;
  4703   41.641               6             603             164;
  4704   41.650             -84             555             151;
  4705   41.659            -172             489             134;
  4706   41.668            -256             407             112;
  4707   41.677            -331             311              87;
  4708   41.685            -396             205              59;
  4709   41.694            -447              93              29;
  4710   41.703            -483             -23              -2;
  4711   41.712            -499            -138             -32;
  4712   41.721            -494            -248             -61;
  4713   41.730            -469            -348             -88;
  4714   41.739            -426            -433            -111;
  4715   41.747            -368            -501            -131;
  4716   41.756            -298            -551            -145;
  4717   41.765            -218            -580            -153;
  4718   41.774            -131            -588            -156;
  4719   41.783             -40            -573            -153;
  4720   41.792              52            -535            -143;
  4721   41.801             143            -478            -128;
  4722   41.809             229            -404            -108;
  4723   41.818             308            -314             -84;
  4724   41.827             378            -213             -58;
  4725   41.836             434            -103             -29;
  4726   41.845             475              11               1;
  4727   41.854             497             126              31;
  4728   41.863             498             236              61;
  4729   41.871             477             339              88;
  4730   41.880             437             428             113;
  4731   41.889             381             502             134;
  4732   41.898             312             558             150;
  4733   41.907             232             593             160;
  4734   41.916             145             608             164;
  4735   41.924              53             601             164;
  4736   41.933             -40             569             155;
  4737   41.942            -133             517             142;
  4738   41.951            -221             447             123;
  4739   41.960            -302             361             100;
  4740   41.969            -373             263              74;
  4741   41.978            -431             156              46;
  4742   41.986            -474              43              16;
  4743   41.995            -497             -71             -14;
  4744   42.004            -498            -183             -44;
  4745   42.013            -476            -287             -71;
  4746   42.022            -436            -378             -97;
  4747   42.031            -379            -453            -118;
  4748   42.040            -308            -509            -134;
  4749   42.048            -227            -545            -145;
  4750   42.057            -138            -560            -149;
  4751   42.066             -44            -554            -149;
  4752   42.075              51            -523            -140;
  4753   42.084             144            -472            -127;
  4754   42.093             233            -402            -108;
  4755   42.102             314            -317             -86;
  4756   42.110             384            -219             -59;
  4757   42.119             440            -111             -31;
  4758   42.128             480               1              -2;
  4759   42.137             499             114              28;
  4760   42.146             495             223              57;
  4761   42.155             468             324              85;
  4762   42.164             423             411             109;
  4763   42.172             361             483             130;
  4764   42.181             286             536             145;
  4765   42.190             201             569             154;
  4766   42.199             109             581             157;
  4767   42.208              14             571             156;
  4768   42.217             -82             536             147;
  4769   42.226            -176             480             132;
  4770   42.234            -263             408             113;
  4771   42.243            -342             320              90;
  4772   42.252            -408             220              63;
  4773   42.261            -459             112              34;
  4774   42.270            -490               0               5;
  4775   42.279            -500            -112             -25;
  4776   42.288            -485            -219             -53;
  4777   42.296            -449            -315             -80;
  4778   42.305            -395            -397            -103;
  4779   42.314            -325            -461            -121;
  4780   42.323            -244            -506            -134;
  4781   42.332            -154            -530            -141;
  4782   42.341             -58            -534            -142;
  4783   42.349              39            -511            -138;
  4784   42.358             135            -467            -126;
  4785   42.367             227            -404            -109;
  4786   42.376             311            -325             -88;
  4787   42.385             384            -231             -63;
  4788   42.394             441            -128             -35;
  4789   42.403             481             -18              -7;
  4790   42.411             499              93              22;
  4791   42.420             493             201              51;
  4792   42.429             463             301              79;
  4793   42.438             414             388             103;
  4794   42.447             348             459             124;
  4795   42.456             268             511             139;
  4796   42.465             179             543             148;
  4797   42.473              83             554             151;
  4798   42.482             -15             543             149;
  4799   42.491            -114             506             140;
  4800   42.500            -208             450             125;
  4801   42.509            -295             377             105;
  4802   42.518            -371             288              81;
  4803   42.527            -432             188              55;
  4804   42.535            -476              81              26;
  4805   42.544            -498             -29              -3;
  4806   42.553            -495            -138             -32;
  4807   42.562            -468            -240             -59;
  4808   42.571            -420            -330             -84;
  4809   42.580            -354            -404            -105;
  4810   42.589            -275            -459            -121;
  4811   42.597            -185            -494            -132;
  4812   42.606             -88            -507            -136;
  4813   42.615              12            -499            -134;
  4814   42.624             111            -466            -126;
  4815   42.633             207            -413            -112;
  4816   42.642             295            -341             -93;
  4817   42.651             372            -255             -70;
  4818   42.659             434            -157             -43;
  4819   42.668             477             -50             -15;
  4820   42.677             499              59              13;
  4821   42.686             494             166              42;
  4822   42.695             465             266              69;
  4823   42.704             414             354              94;
  4824   42.713             346             427             115;
  4825   42.721             264             481             131;
  4826   42.730             172             516             141;
  4827   42.739              73             528             144;
  4828   42.748             -28             520             144;
  4829   42.757            -129             485             134;
  4830   42.766            -225             431             120;
  4831   42.774            -312             359             101;
  4832   42.783            -387             272              77;
  4833   42.792            -446             174              51;
  4834   42.801            -485              68              23;
  4835   42.810            -500             -40              -6;
  4836   42.819            -488            -146             -34;
  4837   42.828            -452            -244             -61;
  4838   42.836            -396            -329             -84;
  4839   42.845            -322            -397            -104;
  4840   42.854            -235            -447            -119;
  4841   42.863            -139            -475            -127;
  4842   42.872             -38            -482            -129;
  4843   42.881              65            -466            -126;
  4844   42.890             166            -427            -116;
  4845   42.898             260            -367            -100;
  4846   42.907             344            -290             -79;
  4847   42.916             414            -200             -55;
  4848   42.925             465            -100             -29;
  4849   42.934             495               6              -1;
  4850   42.943             498             113              28;
  4851   42.952             474             214              55;
  4852   42.960             427             306              81;
  4853   42.969             361             383             103;
  4854   42.978             279             442             121;
  4855   42.987             186             483             132;
  4856   42.996              85             502             138;
  4857   43.005             -19             500             138;
  4858   43.014            -122             473             131;
  4859   43.022            -221             424             119;
  4860   43.031            -311             356             100;
  4861   43.040            -388             273              78;
  4862   43.049            -448             179              52;
  4863   43.058            -487              76              25;
  4864   43.067            -500             -30              -3;
  4865   43.076            -485            -134             -31;
  4866   43.084            -445            -230             -57;
  4867   43.093            -384            -313             -80;
  4868   43.102            -306            -379            -100;
  4869   43.111            -214            -426            -114;
  4870   43.120            -114            -453            -122;
  4871   43.129              -9            -458            -123;
  4872   43.138              96            -439            -119;
  4873   43.146             198            -397            -108;
  4874   43.155             291            -336             -92;
  4875   43.164             372            -258             -71;
  4876   43.173             437            -167             -47;
  4877   43.182             481             -67             -20;
  4878   43.191             500              37               8;
  4879   43.199             490             140              35;
  4880   43.208             453             237              62;
  4881   43.217             394             321              86;
  4882   43.226             317             390             106;
  4883   43.235             225             441             121;
  4884   43.244             125             471             130;
  4885   43.253              19             480             132;
  4886   43.261             -88             466             130;
  4887   43.270            -191             428             120;
  4888   43.279            -287             369             104;
  4889   43.288            -370             294              84;
  4890   43.297            -436             206              60;
  4891   43.306            -481             108              34;
  4892   43.315            -500               5               7;
  4893   43.323            -489             -98             -21;
  4894   43.332            -452            -195             -47;
  4895   43.341            -391            -279             -71;
  4896   43.350            -312            -348             -91;
  4897   43.359            -219            -398            -106;
  4898   43.368            -117            -427            -115;
  4899   43.377              -9            -436            -118;
  4900   43.385              99            -421            -115;
  4901   43.394             202            -383            -105;
  4902   43.403             298            -324             -89;
  4903   43.412             380            -249             -69;
  4904   43.421             444            -160             -45;
  4905   43.430             486             -62             -19;
  4906   43.439             500              40               8;
  4907   43.447             484             141              35;
  4908   43.456             441             234              61;
  4909   43.465             376             315              85;
  4910   43.474             292             380             104;
  4911   43.483             196             426             118;
  4912   43.492              90             452             125;
  4913   43.501             -19             457             127;
  4914   43.509            -128             438             123;
  4915   43.518            -231             395             111;
  4916   43.527            -324             333              95;
  4917   43.536            -402             256              74;
  4918   43.545            -460             166              49;
  4919   43.554            -494              68              23;
  4920   43.563            -498             -34              -4;
  4921   43.571            -472            -133             -30;
  4922   43.580            -419            -223             -55;
  4923   43.589            -346            -299             -77;
  4924   43.598            -255            -357             -95;
  4925   43.607            -153            -395            -106;
  4926   43.616             -44            -413            -112;
  4927   43.624              67            -409            -113;
  4928   43.633             175            -381            -105;
  4929   43.642             275            -331             -91;
  4930   43.651             363            -263             -73;
  4931   43.660             433            -180             -51;
  4932   43.669             480             -87             -26;
  4933   43.678             500              12               1;
  4934   43.686             488             112              28;
  4935   43.695             447             205              53;
  4936   43.704             381             287              77;
  4937   43.713             297             354              97;
  4938   43.722             198             402             111;
  4939   43.731              90             430             119;
  4940   43.740             -22             437             122;
  4941   43.748            -133             420             118;
  4942   43.757            -238             380             108;
  4943   43.766            -332             320              92;
  4944   43.775            -410             244              71;
  4945   43.784            -467             156              47;
  4946   43.793            -497              60              21;
  4947   43.802            -495             -39              -5;
  4948   43.810            -462            -135             -31;
  4949   43.819            -403            -222             -56;
  4950   43.828            -323            -294             -76;
  4951   43.837            -226            -348             -93;
  4952   43.846            -119            -381            -103;
  4953   43.855              -6            -394            -107;
  4954   43.864             107            -385            -107;
  4955   43.872             215            -352             -97;
  4956   43.881             313            -297             -83;
  4957   43.890             396            -226             -63;
  4958   43.899             458            -141             -40;
  4959   43.908             493             -47             -15;
  4960   43.917             498              51              11;
  4961   43.926             469             146              37;
  4962   43.934             413             234              62;
  4963   43.943             334             307              83;
  4964   43.952             238             363             100;
  4965   43.961             131             400             112;
  4966   43.970              17             417             117;
  4967   43.979             -98             412             117;
  4968   43.988            -208             381             108;
  4969   43.996            -308             330              95;
  4970   44.005            -393             261              76;
  4971   44.014            -456             178              54;
  4972   44.023            -493              87              28;
  4973   44.032            -498             -10               2;
  4974   44.041            -469            -106             -23;
  4975   44.049            -412            -193             -48;
  4976   44.058            -332            -267             -69;
  4977   44.067            -235            -323             -86;
  4978   44.076            -126            -359             -97;
  4979   44.085             -10            -374            -102;
  4980   44.094             106            -369            -103;
  4981   44.103             216            -338             -94;
  4982   44.111             317            -287             -80;
  4983   44.120             400            -217             -61;
  4984   44.129             462            -135             -39;
  4985   44.138             495             -43             -14;
  4986   44.147             496              52              12;
  4987   44.156             462             146              37;
  4988   44.165             400             230              61;
  4989   44.173             316             301              82;
  4990   44.182             215             354              98;
  4991   44.191             103             387             108;
  4992   44.200             -14             399             112;
  4993   44.209            -131             390             111;
  4994   44.218            -241             356             102;
  4995   44.227            -339             301              87;
  4996   44.235            -418             230              68;
  4997   44.244            -474             146              45;
  4998   44.253            -499              54              20;
  4999   44.262            -489             -41              -6;
  5000   44.271            -446            -132             -31;
  5001   44.280            -376            -213             -53;
  5002   44.289            -285            -278             -73;
  5003   44.297            -178            -326             -88;
  5004   44.306             -63            -351             -96;
  5005   44.315              56            -357             -98;
  5006   44.324             173            -339             -94;
  5007   44.333             280            -299             -83;
  5008   44.342             373            -239             -67;
  5009   44.351             444            -163             -47;
  5010   44.359             488             -76             -23;
  5011   44.368             499              17               2;
  5012   44.377             474             109              27;
  5013   44.386             418             196              51;
  5014   44.395             336             269              73;
  5015   44.404             236             326              90;
  5016   44.413             123             365             102;
  5017   44.421               4             381             108;
  5018   44.430            -116             377             108;
  5019   44.439            -230             349             100;
  5020   44.448            -331             299              87;
  5021   44.457            -414             231              68;
  5022   44.466            -472             150              46;
  5023   44.474            -499              61              22;
  5024   44.483            -489             -32              -4;
  5025   44.492            -444            -121             -28;
  5026   44.501            -372            -201             -50;
  5027   44.510            -277            -266             -69;
  5028   44.519            -167            -311             -84;
  5029   44.528             -48            -336             -92;
  5030   44.536              73            -341             -94;
  5031   44.545             191            -321             -90;
  5032   44.554             299            -280             -79;
  5033   44.563             390            -219             -62;
  5034   44.572             457            -142             -42;
  5035   44.581             495             -56             -18;
  5036   44.590             496              35               7;
  5037   44.598             460             125              32;
  5038   44.607             394             207              55;
  5039   44.616             303             275              75;
  5040   44.625             196             326              91;
  5041   44.634              77             356             101;
  5042   44.643             -46             367             104;
  5043   44.652            -167             354             103;
  5044   44.660            -278             318              92;
  5045   44.669            -374             262              77;
  5046   44.678            -447             190              57;
  5047   44.687            -491             106              35;
  5048   44.696            -498              17              10;
  5049   44.705            -467             -73             -15;
  5050   44.714            -404            -157             -38;
  5051   44.722            -316            -228             -59;
  5052   44.731            -209            -281             -75;
  5053   44.740             -90            -314             -86;
  5054   44.749              35            -326             -90;
  5055   44.758             157            -316             -90;
  5056   44.767             271            -283             -80;
  5057   44.776             369            -230             -65;
  5058   44.784             444            -159             -46;
  5059   44.793             490             -77             -24;
  5060   44.802             498              12               1;
  5061   44.811             468             101              25;
  5062   44.820             405             183              49;
  5063   44.829             316             253              69;
  5064   44.838             207             306              85;
  5065   44.846              86             340              96;
  5066   44.855             -39             351             100;
  5067   44.864            -163             343             100;
  5068   44.873            -277             310              90;
  5069   44.882            -375             256              75;
  5070   44.891            -449             186              56;
  5071   44.899            -492             104              34;
  5072   44.908            -497              16              10;
  5073   44.917            -463             -72             -15;
  5074   44.926            -395            -154             -37;
  5075   44.935            -302            -222             -57;
  5076   44.944            -190            -273             -73;
  5077   44.953             -67            -303             -83;
  5078   44.961              60            -312             -87;
  5079   44.970             184            -299             -85;
  5080   44.979             297            -263             -75;
  5081   44.988             391            -207             -59;
  5082   44.997             461            -135             -40;
  5083   45.006             497             -52             -17;
  5084   45.015             492              36               7;
  5085   45.023             449             122              31;
  5086   45.032             374             199              53;
  5087   45.041             274             263              73;
  5088   45.050             157             308              87;
  5089   45.059              31             333              95;
  5090   45.068             -97             339              97;
  5091   45.077            -220             319              93;
  5092   45.085            -329             277              82;
  5093   45.094            -417             217              65;
  5094   45.103            -477             142              44;
  5095   45.112            -500              57              21;
  5096   45.121            -481             -30              -3;
  5097   45.130            -425            -113             -26;
  5098   45.139            -339            -187             -47;
  5099   45.147            -230            -244             -65;
  5100   45.156            -108            -281             -77;
  5101   45.165              22            -298             -83;
  5102   45.174             150            -293             -83;
  5103   45.183             269            -265             -75;
  5104   45.192             371            -216             -62;
  5105   45.201             448            -149             -44;
  5106   45.209             492             -70             -22;
  5107   45.218             496              16               1;
  5108   45.227             458             101              25;
  5109   45.236             386             179              48;
  5110   45.245             286             244              67;
  5111   45.254             169             291              82;
  5112   45.263              40             319              91;
  5113   45.271             -91             326              94;
  5114   45.280            -216             309              91;
  5115   45.289            -328             270              80;
  5116   45.298            -418             211              64;
  5117   45.307            -478             138              44;
  5118   45.316            -500              56              21;
  5119   45.324            -478             -30              -3;
  5120   45.333            -418            -112             -26;
  5121   45.342            -327            -183             -47;
  5122   45.351            -214            -238             -63;
  5123   45.360             -88            -272             -75;
  5124   45.369              45            -286             -80;
  5125   45.378             174            -279             -80;
  5126   45.386             293            -247             -71;
  5127   45.395             392            -196             -57;
  5128   45.404             463            -127             -38;
  5129   45.413             498             -47             -16;
  5130   45.422             489              37               7;
  5131   45.431             438             119              30;
  5132   45.440             354             193              52;
  5133   45.448             245             252              70;
  5134   45.457             120             292              83;
  5135   45.466             -13             312              90;
  5136   45.475            -145             311              91;
  5137   45.484            -268             286              84;
  5138   45.493            -373             239              72;
  5139   45.502            -452             175              54;
  5140   45.510            -495              98              33;
  5141   45.519            -494              15              10;
  5142   45.528            -449             -68             -14;
  5143   45.537            -369            -144             -36;
  5144   45.546            -263            -206             -54;
  5145   45.555            -138            -249             -68;
  5146   45.564              -4            -271             -76;
  5147   45.572             130            -273             -77;
  5148   45.581             255            -251             -72;
  5149   45.590             364            -208             -60;
  5150   45.599             446            -146             -43;
  5151   45.608             493             -70             -22;
  5152   45.617             495              13               0;
  5153   45.626             453              95              23;
  5154   45.634             374             169              46;
  5155   45.643             267             231              64;
  5156   45.652             142             275              78;
  5157   45.661               7             299              86;
  5158   45.670            -129             303              88;
  5159   45.679            -256             281              83;
  5160   45.688            -365             238              71;
  5161   45.696            -447             177              55;
  5162   45.705            -493             102              34;
  5163   45.714            -494              20              11;
  5164   45.723            -450             -61             -12;
  5165   45.732            -368            -136             -33;
  5166   45.741            -259            -197             -52;
  5167   45.749            -131            -240             -65;
  5168   45.758               5            -261             -73;
  5169   45.767             142            -262             -75;
  5170   45.776             269            -239             -69;
  5171   45.785             376            -195             -57;
  5172   45.794             455            -132             -39;
  5173   45.803             496             -57             -19;
  5174   45.811             490              25               4;
  5175   45.820             439             105              27;
  5176   45.829             351             176              48;
  5177   45.838             237             233              66;
  5178   45.847             106             272              78;
  5179   45.856             -33             290              85;
  5180   45.865            -169             288              86;
  5181   45.873            -294             261              78;
  5182   45.882            -397             213              65;
  5183   45.891            -469             148              47;
  5184   45.900            -500              72              26;
  5185   45.909            -481              -9               3;
  5186   45.918            -419             -88             -20;
  5187   45.927            -322            -156             -40;
  5188   45.935            -201            -210             -56;
  5189   45.944             -65            -242             -67;
  5190   45.953              75            -254             -72;
  5191   45.962             210            -244             -70;
  5192   45.971             330            -210             -62;
  5193   45.980             425            -157             -46;
  5194   45.989             485             -88             -27;
  5195   45.997             499              -9              -6;
  5196   46.006             463              71              17;
  5197   46.015             386             145              39;
  5198   46.024             278             207              58;
  5199   46.033             149             252              73;
  5200   46.042               9             276              81;
  5201   46.051            -132             283              83;
  5202   46.059            -263             263              79;
  5203   46.068            -375             221              67;
  5204   46.077            -456             161              51;
  5205   46.086            -497              88              30;
  5206   46.095            -488               9               8;
  5207   46.104            -432             -69             -14;
  5208   46.113            -338            -139             -35;
  5209   46.121            -218            -195             -52;
  5210   46.130             -81            -230             -64;
  5211   46.139              63            -244             -69;
  5212   46.148             201            -237             -70;
  5213   46.157             325            -206             -61;
  5214   46.166             423            -155             -46;
  5215   46.174             484             -88             -27;
  5216   46.183             499             -11              -6;
  5217   46.192             462              68              16;
  5218   46.201             382             141              38;
  5219   46.210             271             202              57;
  5220   46.219             138             245              71;
  5221   46.228              -5             268              79;
  5222   46.236            -148             273              81;
  5223   46.245            -280             251              76;
  5224   46.254            -390             208              64;
  5225   46.263            -467             146              47;
  5226   46.272            -500              73              26;
  5227   46.281            -480              -5               4;
  5228   46.290            -413             -81             -18;
  5229   46.298            -310            -147             -38;
  5230   46.307            -182            -197             -53;
  5231   46.316             -39            -227             -64;
  5232   46.325             106            -235             -67;
  5233   46.334             244            -221             -65;
  5234   46.343             362            -185             -55;
  5235   46.352             450            -129             -39;
  5236   46.360             496             -59             -19;
  5237   46.369             490              19               2;
  5238   46.378             433              96              24;
  5239   46.387             336             163              45;
  5240   46.396             212             216              62;
  5241   46.405              70             250              73;
  5242   46.414             -77             263              78;
  5243   46.422            -218             256              79;
  5244   46.431            -342             225              69;
  5245   46.440            -437             173              54;
  5246   46.449            -492             105              35;
  5247   46.458            -494              29              14;
  5248   46.467            -444             -48              -8;
  5249   46.476            -352            -118             -29;
  5250   46.484            -229            -174             -46;
  5251   46.493             -88            -211             -59;
  5252   46.502              60            -226             -65;
  5253   46.511             204            -221             -66;
  5254   46.520             331            -192             -57;
  5255   46.529             430            -142             -43;
  5256   46.538             489             -76             -25;
  5257   46.546             496              -1              -3;
  5258   46.555             448              76              18;
  5259   46.564             357             145              39;
  5260   46.573             235             200              57;
  5261   46.582              93             238              70;
  5262   46.591             -57             255              76;
  5263   46.599            -202             251              77;
  5264   46.608            -331             223              69;
  5265   46.617            -431             174              55;
  5266   46.626            -490             108              36;
  5267   46.635            -495              34              15;
  5268   46.644            -446             -42              -7;
  5269   46.653            -353            -111             -27;
  5270   46.661            -228            -166             -45;
  5271   46.670             -84            -203             -57;
  5272   46.679              67            -218             -63;
  5273   46.688             213            -212             -64;
  5274   46.697             341            -183             -55;
  5275   46.706             438            -133             -41;
  5276   46.715             493             -67             -22;
  5277   46.723             492               8              -1;
  5278   46.732             437              83              21;
  5279   46.741             338             150              41;
  5280   46.750             209             202              58;
  5281   46.759              62             235              70;
  5282   46.768             -91             247              75;
  5283   46.777            -236             239              74;
  5284   46.785            -360             207              64;
  5285   46.794            -452             154              49;
  5286   46.803            -497              86              31;
  5287   46.812            -485              11               9;
  5288   46.821            -419             -62             -13;
  5289   46.830            -312            -126             -32;
  5290   46.839            -176            -175             -48;
  5291   46.847             -26            -204             -58;
  5292   46.856             128            -211             -62;
  5293   46.865             270            -196             -59;
  5294   46.874             388            -159             -48;
  5295   46.883             469            -102             -32;
  5296   46.892             500             -32             -13;
  5297   46.901             471              43               9;
  5298   46.909             391             114              30;
  5299   46.918             273             173              49;
  5300   46.927             130             215              63;
  5301   46.936             -25             236              71;
  5302   46.945            -177             239              73;
  5303   46.954            -314             216              68;
  5304   46.963            -422             172              55;
  5305   46.971            -487             111              38;
  5306   46.980            -496              38              17;
  5307   46.989            -446             -36              -5;
  5308   46.998            -349            -103             -25;
  5309   47.007            -219            -156             -42;
  5310   47.016             -68            -190             -54;
  5311   47.024              88            -203             -60;
  5312   47.033             237            -196             -60;
  5313   47.042             364            -164             -50;
  5314   47.051             456            -112             -35;
  5315   47.060             499             -45             -17;
  5316   47.069             480              28               5;
  5317   47.078             406              99              26;
  5318   47.086             291             160              45;
  5319   47.095             148             204              60;
  5320   47.104              -8             228              69;
  5321   47.113            -164             233              72;
  5322   47.122            -305             212              67;
  5323   47.131            -417             171              55;
  5324   47.140            -486             111              38;
  5325   47.148            -496              40              18;
  5326   47.157            -446             -33              -4;
  5327   47.166            -347             -99             -24;
  5328   47.175            -214            -151             -41;
  5329   47.184             -60            -185             -53;
  5330   47.193              99            -196             -58;
  5331   47.202             249            -188             -58;
  5332   47.210             376            -155             -48;
  5333   47.219             464            -103             -33;
  5334   47.228             500             -36             -14;
  5335   47.237             472              38               7;
  5336   47.246             389             107              28;
  5337   47.255             266             164              46;
  5338   47.264             117             204              61;
  5339   47.272             -44             223              69;
  5340   47.281            -200             224              70;
  5341   47.290            -337             199              63;
  5342   47.299            -441             153              50;
  5343   47.308            -495              90              32;
  5344   47.317            -487              19              12;
  5345   47.326            -419             -52              -9;
  5346   47.334            -305            -114             -29;
  5347   47.343            -160            -159             -44;
  5348   47.352              -0            -185             -54;
  5349   47.361             160            -190             -57;
  5350   47.370             304            -172             -53;
  5351   47.379             419            -132             -41;
  5352   47.388             487             -73             -25;
  5353   47.396             495              -3              -5;
  5354   47.405             438              69              16;
  5355   47.414             332             132              36;
  5356   47.423             192             181              53;
